id,palavra,resposta
14968214603568533729471995998751827328368353157822270250515854488974978083518238938368266941181744472365681941066558825750575257708560558141764652357490112427462826467386030389993400113050074275039002296519293486530573115006377813235902499882062656089303712298992886116794789364210437592058696197049254487914456507289054633070593125189850250785987323938566121481382554731544947227057806782055514923974798997130502213474385876347149669734176665584091419287273424965173948641630589095525330422123094132667580840476373977461567601322245443358778545710754138595734574899531386746576317501340236708736152448521134359787461759196195660967781352147247022589674956580648105139060446809011934246146670589,null,null
14968214603568533729471995998751827328368353157822270250515854488974978083518238938368266941181744472365681941066558825750575257708560558141764652357490112427462826467386030389993400113050074275039002296519293486530573115006377813235902499882062656089303712298992886116794789364210437592058696197049254487914456507289054633070593125189850250785987323938566121481382554731544947227057806782055514923974798997130502213474385876347149669734176665584091419287273424965173948641630589095525330422123094132667580840476373977461567601322245443358778545710754138595734574899531386746576317501340236708736152448521134359787461759196195660967781352147247022589674956580648105139060446809011934246146670590,SOCORR ,null
29936429207137067458943991997503654656736706315644540501031708977949956167036477876736533882363488944731363882133117651501150515417121116283529304714980224854925652934772060779986800226100148550078004593038586973061146230012755626471804999764125312178607424597985772233589578728420875184117392394098508975828913014578109266141186250379700501571974647877132242962765109463089894454115613564111029847949597994261004426948771752694299339468353331168182838574546849930347897283261178191050660844246188265335161680952747954923135202644490886717557091421508277191469149799062773493152635002680473417472304897042268719574923518392391321935562704294494045179349913161296210278120893618023868492293341181,null,null
29936429207137067458943991997503654656736706315644540501031708977949956167036477876736533882363488944731363882133117651501150515417121116283529304714980224854925652934772060779986800226100148550078004593038586973061146230012755626471804999764125312178607424597985772233589578728420875184117392394098508975828913014578109266141186250379700501571974647877132242962765109463089894454115613564111029847949597994261004426948771752694299339468353331168182838574546849930347897283261178191050660844246188265335161680952747954923135202644490886717557091421508277191469149799062773493152635002680473417472304897042268719574923518392391321935562704294494045179349913161296210278120893618023868492293341182,AUTOMATICAMETN ,null
59872858414274134917887983995007309313473412631289081002063417955899912334072955753473067764726977889462727764266235303002301030834242232567058609429960449709851305869544121559973600452200297100156009186077173946122292460025511252943609999528250624357214849195971544467179157456841750368234784788197017951657826029156218532282372500759401003143949295754264485925530218926179788908231227128222059695899195988522008853897543505388598678936706662336365677149093699860695794566522356382101321688492376530670323361905495909846270405288981773435114182843016554382938299598125546986305270005360946834944609794084537439149847036784782643871125408588988090358699826322592420556241787236047736984586682365,null,null
59872858414274134917887983995007309313473412631289081002063417955899912334072955753473067764726977889462727764266235303002301030834242232567058609429960449709851305869544121559973600452200297100156009186077173946122292460025511252943609999528250624357214849195971544467179157456841750368234784788197017951657826029156218532282372500759401003143949295754264485925530218926179788908231227128222059695899195988522008853897543505388598678936706662336365677149093699860695794566522356382101321688492376530670323361905495909846270405288981773435114182843016554382938299598125546986305270005360946834944609794084537439149847036784782643871125408588988090358699826322592420556241787236047736984586682366,QASDATA ,null
119745716828548269835775967990014618626946825262578162004126835911799824668145911506946135529453955778925455528532470606004602061668484465134117218859920899419702611739088243119947200904400594200312018372154347892244584920051022505887219999056501248714429698391943088934358314913683500736469569576394035903315652058312437064564745001518802006287898591508528971851060437852359577816462454256444119391798391977044017707795087010777197357873413324672731354298187399721391589133044712764202643376984753061340646723810991819692540810577963546870228365686033108765876599196251093972610540010721893669889219588169074878299694073569565287742250817177976180717399652645184841112483574472095473969173364733,null,null
119745716828548269835775967990014618626946825262578162004126835911799824668145911506946135529453955778925455528532470606004602061668484465134117218859920899419702611739088243119947200904400594200312018372154347892244584920051022505887219999056501248714429698391943088934358314913683500736469569576394035903315652058312437064564745001518802006287898591508528971851060437852359577816462454256444119391798391977044017707795087010777197357873413324672731354298187399721391589133044712764202643376984753061340646723810991819692540810577963546870228365686033108765876599196251093972610540010721893669889219588169074878299694073569565287742250817177976180717399652645184841112483574472095473969173364734,PRECIC ,null
239491433657096539671551935980029237253893650525156324008253671823599649336291823013892271058907911557850911057064941212009204123336968930268234437719841798839405223478176486239894401808801188400624036744308695784489169840102045011774439998113002497428859396783886177868716629827367001472939139152788071806631304116624874129129490003037604012575797183017057943702120875704719155632924908512888238783596783954088035415590174021554394715746826649345462708596374799442783178266089425528405286753969506122681293447621983639385081621155927093740456731372066217531753198392502187945221080021443787339778439176338149756599388147139130575484501634355952361434799305290369682224967148944190947938346729469,null,null
239491433657096539671551935980029237253893650525156324008253671823599649336291823013892271058907911557850911057064941212009204123336968930268234437719841798839405223478176486239894401808801188400624036744308695784489169840102045011774439998113002497428859396783886177868716629827367001472939139152788071806631304116624874129129490003037604012575797183017057943702120875704719155632924908512888238783596783954088035415590174021554394715746826649345462708596374799442783178266089425528405286753969506122681293447621983639385081621155927093740456731372066217531753198392502187945221080021443787339778439176338149756599388147139130575484501634355952361434799305290369682224967148944190947938346729470,FISCAL ,null
478982867314193079343103871960058474507787301050312648016507343647199298672583646027784542117815823115701822114129882424018408246673937860536468875439683597678810446956352972479788803617602376801248073488617391568978339680204090023548879996226004994857718793567772355737433259654734002945878278305576143613262608233249748258258980006075208025151594366034115887404241751409438311265849817025776477567193567908176070831180348043108789431493653298690925417192749598885566356532178851056810573507939012245362586895243967278770163242311854187480913462744132435063506396785004375890442160042887574679556878352676299513198776294278261150969003268711904722869598610580739364449934297888381895876693458941,null,null
478982867314193079343103871960058474507787301050312648016507343647199298672583646027784542117815823115701822114129882424018408246673937860536468875439683597678810446956352972479788803617602376801248073488617391568978339680204090023548879996226004994857718793567772355737433259654734002945878278305576143613262608233249748258258980006075208025151594366034115887404241751409438311265849817025776477567193567908176070831180348043108789431493653298690925417192749598885566356532178851056810573507939012245362586895243967278770163242311854187480913462744132435063506396785004375890442160042887574679556878352676299513198776294278261150969003268711904722869598610580739364449934297888381895876693458942,ESPANHOL ,null
957965734628386158686207743920116949015574602100625296033014687294398597345167292055569084235631646231403644228259764848036816493347875721072937750879367195357620893912705944959577607235204753602496146977234783137956679360408180047097759992452009989715437587135544711474866519309468005891756556611152287226525216466499496516517960012150416050303188732068231774808483502818876622531699634051552955134387135816352141662360696086217578862987306597381850834385499197771132713064357702113621147015878024490725173790487934557540326484623708374961826925488264870127012793570008751780884320085775149359113756705352599026397552588556522301938006537423809445739197221161478728899868595776763791753386917885,null,null
957965734628386158686207743920116949015574602100625296033014687294398597345167292055569084235631646231403644228259764848036816493347875721072937750879367195357620893912705944959577607235204753602496146977234783137956679360408180047097759992452009989715437587135544711474866519309468005891756556611152287226525216466499496516517960012150416050303188732068231774808483502818876622531699634051552955134387135816352141662360696086217578862987306597381850834385499197771132713064357702113621147015878024490725173790487934557540326484623708374961826925488264870127012793570008751780884320085775149359113756705352599026397552588556522301938006537423809445739197221161478728899868595776763791753386917886,POD ,null
1915931469256772317372415487840233898031149204201250592066029374588797194690334584111138168471263292462807288456519529696073632986695751442145875501758734390715241787825411889919155214470409507204992293954469566275913358720816360094195519984904019979430875174271089422949733038618936011783513113222304574453050432932998993033035920024300832100606377464136463549616967005637753245063399268103105910268774271632704283324721392172435157725974613194763701668770998395542265426128715404227242294031756048981450347580975869115080652969247416749923653850976529740254025587140017503561768640171550298718227513410705198052795105177113044603876013074847618891478394442322957457799737191553527583506773835773,null,null
1915931469256772317372415487840233898031149204201250592066029374588797194690334584111138168471263292462807288456519529696073632986695751442145875501758734390715241787825411889919155214470409507204992293954469566275913358720816360094195519984904019979430875174271089422949733038618936011783513113222304574453050432932998993033035920024300832100606377464136463549616967005637753245063399268103105910268774271632704283324721392172435157725974613194763701668770998395542265426128715404227242294031756048981450347580975869115080652969247416749923653850976529740254025587140017503561768640171550298718227513410705198052795105177113044603876013074847618891478394442322957457799737191553527583506773835774,CORRENT ,null
3831862938513544634744830975680467796062298408402501184132058749177594389380669168222276336942526584925614576913039059392147265973391502884291751003517468781430483575650823779838310428940819014409984587908939132551826717441632720188391039969808039958861750348542178845899466077237872023567026226444609148906100865865997986066071840048601664201212754928272927099233934011275506490126798536206211820537548543265408566649442784344870315451949226389527403337541996791084530852257430808454484588063512097962900695161951738230161305938494833499847307701953059480508051174280035007123537280343100597436455026821410396105590210354226089207752026149695237782956788884645914915599474383107055167013547671549,null,null
3831862938513544634744830975680467796062298408402501184132058749177594389380669168222276336942526584925614576913039059392147265973391502884291751003517468781430483575650823779838310428940819014409984587908939132551826717441632720188391039969808039958861750348542178845899466077237872023567026226444609148906100865865997986066071840048601664201212754928272927099233934011275506490126798536206211820537548543265408566649442784344870315451949226389527403337541996791084530852257430808454484588063512097962900695161951738230161305938494833499847307701953059480508051174280035007123537280343100597436455026821410396105590210354226089207752026149695237782956788884645914915599474383107055167013547671550,PROBLEM ,null
7663725877027089269489661951360935592124596816805002368264117498355188778761338336444552673885053169851229153826078118784294531946783005768583502007034937562860967151301647559676620857881638028819969175817878265103653434883265440376782079939616079917723500697084357691798932154475744047134052452889218297812201731731995972132143680097203328402425509856545854198467868022551012980253597072412423641075097086530817133298885568689740630903898452779054806675083993582169061704514861616908969176127024195925801390323903476460322611876989666999694615403906118961016102348560070014247074560686201194872910053642820792211180420708452178415504052299390475565913577769291829831198948766214110334027095343101,null,null
7663725877027089269489661951360935592124596816805002368264117498355188778761338336444552673885053169851229153826078118784294531946783005768583502007034937562860967151301647559676620857881638028819969175817878265103653434883265440376782079939616079917723500697084357691798932154475744047134052452889218297812201731731995972132143680097203328402425509856545854198467868022551012980253597072412423641075097086530817133298885568689740630903898452779054806675083993582169061704514861616908969176127024195925801390323903476460322611876989666999694615403906118961016102348560070014247074560686201194872910053642820792211180420708452178415504052299390475565913577769291829831198948766214110334027095343102,INICIAD ,null
15327451754054178538979323902721871184249193633610004736528234996710377557522676672889105347770106339702458307652156237568589063893566011537167004014069875125721934302603295119353241715763276057639938351635756530207306869766530880753564159879232159835447001394168715383597864308951488094268104905778436595624403463463991944264287360194406656804851019713091708396935736045102025960507194144824847282150194173061634266597771137379481261807796905558109613350167987164338123409029723233817938352254048391851602780647806952920645223753979333999389230807812237922032204697120140028494149121372402389745820107285641584422360841416904356831008104598780951131827155538583659662397897532428220668054190686205,null,null
15327451754054178538979323902721871184249193633610004736528234996710377557522676672889105347770106339702458307652156237568589063893566011537167004014069875125721934302603295119353241715763276057639938351635756530207306869766530880753564159879232159835447001394168715383597864308951488094268104905778436595624403463463991944264287360194406656804851019713091708396935736045102025960507194144824847282150194173061634266597771137379481261807796905558109613350167987164338123409029723233817938352254048391851602780647806952920645223753979333999389230807812237922032204697120140028494149121372402389745820107285641584422360841416904356831008104598780951131827155538583659662397897532428220668054190686206,POI ,null
30654903508108357077958647805443742368498387267220009473056469993420755115045353345778210695540212679404916615304312475137178127787132023074334008028139750251443868605206590238706483431526552115279876703271513060414613739533061761507128319758464319670894002788337430767195728617902976188536209811556873191248806926927983888528574720388813313609702039426183416793871472090204051921014388289649694564300388346123268533195542274758962523615593811116219226700335974328676246818059446467635876704508096783703205561295613905841290447507958667998778461615624475844064409394240280056988298242744804779491640214571283168844721682833808713662016209197561902263654311077167319324795795064856441336108381372413,null,null
30654903508108357077958647805443742368498387267220009473056469993420755115045353345778210695540212679404916615304312475137178127787132023074334008028139750251443868605206590238706483431526552115279876703271513060414613739533061761507128319758464319670894002788337430767195728617902976188536209811556873191248806926927983888528574720388813313609702039426183416793871472090204051921014388289649694564300388346123268533195542274758962523615593811116219226700335974328676246818059446467635876704508096783703205561295613905841290447507958667998778461615624475844064409394240280056988298242744804779491640214571283168844721682833808713662016209197561902263654311077167319324795795064856441336108381372414,POL ,null
61309807016216714155917295610887484736996774534440018946112939986841510230090706691556421391080425358809833230608624950274356255574264046148668016056279500502887737210413180477412966863053104230559753406543026120829227479066123523014256639516928639341788005576674861534391457235805952377072419623113746382497613853855967777057149440777626627219404078852366833587742944180408103842028776579299389128600776692246537066391084549517925047231187622232438453400671948657352493636118892935271753409016193567406411122591227811682580895015917335997556923231248951688128818788480560113976596485489609558983280429142566337689443365667617427324032418395123804527308622154334638649591590129712882672216762744829,null,null
61309807016216714155917295610887484736996774534440018946112939986841510230090706691556421391080425358809833230608624950274356255574264046148668016056279500502887737210413180477412966863053104230559753406543026120829227479066123523014256639516928639341788005576674861534391457235805952377072419623113746382497613853855967777057149440777626627219404078852366833587742944180408103842028776579299389128600776692246537066391084549517925047231187622232438453400671948657352493636118892935271753409016193567406411122591227811682580895015917335997556923231248951688128818788480560113976596485489609558983280429142566337689443365667617427324032418395123804527308622154334638649591590129712882672216762744830,POP ,null
122619614032433428311834591221774969473993549068880037892225879973683020460181413383112842782160850717619666461217249900548712511148528092297336032112559001005775474420826360954825933726106208461119506813086052241658454958132247046028513279033857278683576011153349723068782914471611904754144839246227492764995227707711935554114298881555253254438808157704733667175485888360816207684057553158598778257201553384493074132782169099035850094462375244464876906801343897314704987272237785870543506818032387134812822245182455623365161790031834671995113846462497903376257637576961120227953192970979219117966560858285132675378886731335234854648064836790247609054617244308669277299183180259425765344433525489661,null,null
122619614032433428311834591221774969473993549068880037892225879973683020460181413383112842782160850717619666461217249900548712511148528092297336032112559001005775474420826360954825933726106208461119506813086052241658454958132247046028513279033857278683576011153349723068782914471611904754144839246227492764995227707711935554114298881555253254438808157704733667175485888360816207684057553158598778257201553384493074132782169099035850094462375244464876906801343897314704987272237785870543506818032387134812822245182455623365161790031834671995113846462497903376257637576961120227953192970979219117966560858285132675378886731335234854648064836790247609054617244308669277299183180259425765344433525489662,POR ,null
245239228064866856623669182443549938947987098137760075784451759947366040920362826766225685564321701435239332922434499801097425022297056184594672064225118002011550948841652721909651867452212416922239013626172104483316909916264494092057026558067714557367152022306699446137565828943223809508289678492454985529990455415423871108228597763110506508877616315409467334350971776721632415368115106317197556514403106768986148265564338198071700188924750488929753813602687794629409974544475571741087013636064774269625644490364911246730323580063669343990227692924995806752515275153922240455906385941958438235933121716570265350757773462670469709296129673580495218109234488617338554598366360518851530688867050979325,null,null
245239228064866856623669182443549938947987098137760075784451759947366040920362826766225685564321701435239332922434499801097425022297056184594672064225118002011550948841652721909651867452212416922239013626172104483316909916264494092057026558067714557367152022306699446137565828943223809508289678492454985529990455415423871108228597763110506508877616315409467334350971776721632415368115106317197556514403106768986148265564338198071700188924750488929753813602687794629409974544475571741087013636064774269625644490364911246730323580063669343990227692924995806752515275153922240455906385941958438235933121716570265350757773462670469709296129673580495218109234488617338554598366360518851530688867050979326,POS ,null
490478456129733713247338364887099877895974196275520151568903519894732081840725653532451371128643402870478665844868999602194850044594112369189344128450236004023101897683305443819303734904424833844478027252344208966633819832528988184114053116135429114734304044613398892275131657886447619016579356984909971059980910830847742216457195526221013017755232630818934668701943553443264830736230212634395113028806213537972296531128676396143400377849500977859507627205375589258819949088951143482174027272129548539251288980729822493460647160127338687980455385849991613505030550307844480911812771883916876471866243433140530701515546925340939418592259347160990436218468977234677109196732721037703061377734101958653,null,null
490478456129733713247338364887099877895974196275520151568903519894732081840725653532451371128643402870478665844868999602194850044594112369189344128450236004023101897683305443819303734904424833844478027252344208966633819832528988184114053116135429114734304044613398892275131657886447619016579356984909971059980910830847742216457195526221013017755232630818934668701943553443264830736230212634395113028806213537972296531128676396143400377849500977859507627205375589258819949088951143482174027272129548539251288980729822493460647160127338687980455385849991613505030550307844480911812771883916876471866243433140530701515546925340939418592259347160990436218468977234677109196732721037703061377734101958654,ESTON ,null
980956912259467426494676729774199755791948392551040303137807039789464163681451307064902742257286805740957331689737999204389700089188224738378688256900472008046203795366610887638607469808849667688956054504688417933267639665057976368228106232270858229468608089226797784550263315772895238033158713969819942119961821661695484432914391052442026035510465261637869337403887106886529661472460425268790226057612427075944593062257352792286800755699001955719015254410751178517639898177902286964348054544259097078502577961459644986921294320254677375960910771699983227010061100615688961823625543767833752943732486866281061403031093850681878837184518694321980872436937954469354218393465442075406122755468203917309,null,null
980956912259467426494676729774199755791948392551040303137807039789464163681451307064902742257286805740957331689737999204389700089188224738378688256900472008046203795366610887638607469808849667688956054504688417933267639665057976368228106232270858229468608089226797784550263315772895238033158713969819942119961821661695484432914391052442026035510465261637869337403887106886529661472460425268790226057612427075944593062257352792286800755699001955719015254410751178517639898177902286964348054544259097078502577961459644986921294320254677375960910771699983227010061100615688961823625543767833752943732486866281061403031093850681878837184518694321980872436937954469354218393465442075406122755468203917310,DECEPCION ,null
1961913824518934852989353459548399511583896785102080606275614079578928327362902614129805484514573611481914663379475998408779400178376449476757376513800944016092407590733221775277214939617699335377912109009376835866535279330115952736456212464541716458937216178453595569100526631545790476066317427939639884239923643323390968865828782104884052071020930523275738674807774213773059322944920850537580452115224854151889186124514705584573601511398003911438030508821502357035279796355804573928696109088518194157005155922919289973842588640509354751921821543399966454020122201231377923647251087535667505887464973732562122806062187701363757674369037388643961744873875908938708436786930884150812245510936407834621,null,null
1961913824518934852989353459548399511583896785102080606275614079578928327362902614129805484514573611481914663379475998408779400178376449476757376513800944016092407590733221775277214939617699335377912109009376835866535279330115952736456212464541716458937216178453595569100526631545790476066317427939639884239923643323390968865828782104884052071020930523275738674807774213773059322944920850537580452115224854151889186124514705584573601511398003911438030508821502357035279796355804573928696109088518194157005155922919289973842588640509354751921821543399966454020122201231377923647251087535667505887464973732562122806062187701363757674369037388643961744873875908938708436786930884150812245510936407834622,POW ,null
3923827649037869705978706919096799023167793570204161212551228159157856654725805228259610969029147222963829326758951996817558800356752898953514753027601888032184815181466443550554429879235398670755824218018753671733070558660231905472912424929083432917874432356907191138201053263091580952132634855879279768479847286646781937731657564209768104142041861046551477349615548427546118645889841701075160904230449708303778372249029411169147203022796007822876061017643004714070559592711609147857392218177036388314010311845838579947685177281018709503843643086799932908040244402462755847294502175071335011774929947465124245612124375402727515348738074777287923489747751817877416873573861768301624491021872815669245,null,null
3923827649037869705978706919096799023167793570204161212551228159157856654725805228259610969029147222963829326758951996817558800356752898953514753027601888032184815181466443550554429879235398670755824218018753671733070558660231905472912424929083432917874432356907191138201053263091580952132634855879279768479847286646781937731657564209768104142041861046551477349615548427546118645889841701075160904230449708303778372249029411169147203022796007822876061017643004714070559592711609147857392218177036388314010311845838579947685177281018709503843643086799932908040244402462755847294502175071335011774929947465124245612124375402727515348738074777287923489747751817877416873573861768301624491021872815669246,IPIERWEIUOIADHAJSDHAKSHDU ,null
7847655298075739411957413838193598046335587140408322425102456318315713309451610456519221938058294445927658653517903993635117600713505797907029506055203776064369630362932887101108859758470797341511648436037507343466141117320463810945824849858166865835748864713814382276402106526183161904265269711758559536959694573293563875463315128419536208284083722093102954699231096855092237291779683402150321808460899416607556744498058822338294406045592015645752122035286009428141119185423218295714784436354072776628020623691677159895370354562037419007687286173599865816080488804925511694589004350142670023549859894930248491224248750805455030697476149554575846979495503635754833747147723536603248982043745631338493,null,null
7847655298075739411957413838193598046335587140408322425102456318315713309451610456519221938058294445927658653517903993635117600713505797907029506055203776064369630362932887101108859758470797341511648436037507343466141117320463810945824849858166865835748864713814382276402106526183161904265269711758559536959694573293563875463315128419536208284083722093102954699231096855092237291779683402150321808460899416607556744498058822338294406045592015645752122035286009428141119185423218295714784436354072776628020623691677159895370354562037419007687286173599865816080488804925511694589004350142670023549859894930248491224248750805455030697476149554575846979495503635754833747147723536603248982043745631338494,DIRETORI ,null
15695310596151478823914827676387196092671174280816644850204912636631426618903220913038443876116588891855317307035807987270235201427011595814059012110407552128739260725865774202217719516941594683023296872075014686932282234640927621891649699716333731671497729427628764552804213052366323808530539423517119073919389146587127750926630256839072416568167444186205909398462193710184474583559366804300643616921798833215113488996117644676588812091184031291504244070572018856282238370846436591429568872708145553256041247383354319790740709124074838015374572347199731632160977609851023389178008700285340047099719789860496982448497501610910061394952299109151693958991007271509667494295447073206497964087491262676989,null,null
15695310596151478823914827676387196092671174280816644850204912636631426618903220913038443876116588891855317307035807987270235201427011595814059012110407552128739260725865774202217719516941594683023296872075014686932282234640927621891649699716333731671497729427628764552804213052366323808530539423517119073919389146587127750926630256839072416568167444186205909398462193710184474583559366804300643616921798833215113488996117644676588812091184031291504244070572018856282238370846436591429568872708145553256041247383354319790740709124074838015374572347199731632160977609851023389178008700285340047099719789860496982448497501610910061394952299109151693958991007271509667494295447073206497964087491262676990,FRAUD ,null
31390621192302957647829655352774392185342348561633289700409825273262853237806441826076887752233177783710634614071615974540470402854023191628118024220815104257478521451731548404435439033883189366046593744150029373864564469281855243783299399432667463342995458855257529105608426104732647617061078847034238147838778293174255501853260513678144833136334888372411818796924387420368949167118733608601287233843597666430226977992235289353177624182368062583008488141144037712564476741692873182859137745416291106512082494766708639581481418248149676030749144694399463264321955219702046778356017400570680094199439579720993964896995003221820122789904598218303387917982014543019334988590894146412995928174982525353981,null,null
31390621192302957647829655352774392185342348561633289700409825273262853237806441826076887752233177783710634614071615974540470402854023191628118024220815104257478521451731548404435439033883189366046593744150029373864564469281855243783299399432667463342995458855257529105608426104732647617061078847034238147838778293174255501853260513678144833136334888372411818796924387420368949167118733608601287233843597666430226977992235289353177624182368062583008488141144037712564476741692873182859137745416291106512082494766708639581481418248149676030749144694399463264321955219702046778356017400570680094199439579720993964896995003221820122789904598218303387917982014543019334988590894146412995928174982525353982,SITUACO ,null
62781242384605915295659310705548784370684697123266579400819650546525706475612883652153775504466355567421269228143231949080940805708046383256236048441630208514957042903463096808870878067766378732093187488300058747729128938563710487566598798865334926685990917710515058211216852209465295234122157694068476295677556586348511003706521027356289666272669776744823637593848774840737898334237467217202574467687195332860453955984470578706355248364736125166016976282288075425128953483385746365718275490832582213024164989533417279162962836496299352061498289388798926528643910439404093556712034801141360188398879159441987929793990006443640245579809196436606775835964029086038669977181788292825991856349965050707965,null,null
62781242384605915295659310705548784370684697123266579400819650546525706475612883652153775504466355567421269228143231949080940805708046383256236048441630208514957042903463096808870878067766378732093187488300058747729128938563710487566598798865334926685990917710515058211216852209465295234122157694068476295677556586348511003706521027356289666272669776744823637593848774840737898334237467217202574467687195332860453955984470578706355248364736125166016976282288075425128953483385746365718275490832582213024164989533417279162962836496299352061498289388798926528643910439404093556712034801141360188398879159441987929793990006443640245579809196436606775835964029086038669977181788292825991856349965050707966,AMIL ,null
125562484769211830591318621411097568741369394246533158801639301093051412951225767304307551008932711134842538456286463898161881611416092766512472096883260417029914085806926193617741756135532757464186374976600117495458257877127420975133197597730669853371981835421030116422433704418930590468244315388136952591355113172697022007413042054712579332545339553489647275187697549681475796668474934434405148935374390665720907911968941157412710496729472250332033952564576150850257906966771492731436550981665164426048329979066834558325925672992598704122996578777597853057287820878808187113424069602282720376797758318883975859587980012887280491159618392873213551671928058172077339954363576585651983712699930101415933,null,null
125562484769211830591318621411097568741369394246533158801639301093051412951225767304307551008932711134842538456286463898161881611416092766512472096883260417029914085806926193617741756135532757464186374976600117495458257877127420975133197597730669853371981835421030116422433704418930590468244315388136952591355113172697022007413042054712579332545339553489647275187697549681475796668474934434405148935374390665720907911968941157412710496729472250332033952564576150850257906966771492731436550981665164426048329979066834558325925672992598704122996578777597853057287820878808187113424069602282720376797758318883975859587980012887280491159618392873213551671928058172077339954363576585651983712699930101415934,AMIG ,null
251124969538423661182637242822195137482738788493066317603278602186102825902451534608615102017865422269685076912572927796323763222832185533024944193766520834059828171613852387235483512271065514928372749953200234990916515754254841950266395195461339706743963670842060232844867408837861180936488630776273905182710226345394044014826084109425158665090679106979294550375395099362951593336949868868810297870748781331441815823937882314825420993458944500664067905129152301700515813933542985462873101963330328852096659958133669116651851345985197408245993157555195706114575641757616374226848139204565440753595516637767951719175960025774560982319236785746427103343856116344154679908727153171303967425399860202831869,null,null
251124969538423661182637242822195137482738788493066317603278602186102825902451534608615102017865422269685076912572927796323763222832185533024944193766520834059828171613852387235483512271065514928372749953200234990916515754254841950266395195461339706743963670842060232844867408837861180936488630776273905182710226345394044014826084109425158665090679106979294550375395099362951593336949868868810297870748781331441815823937882314825420993458944500664067905129152301700515813933542985462873101963330328852096659958133669116651851345985197408245993157555195706114575641757616374226848139204565440753595516637767951719175960025774560982319236785746427103343856116344154679908727153171303967425399860202831870,IDAD ,null
502249939076847322365274485644390274965477576986132635206557204372205651804903069217230204035730844539370153825145855592647526445664371066049888387533041668119656343227704774470967024542131029856745499906400469981833031508509683900532790390922679413487927341684120465689734817675722361872977261552547810365420452690788088029652168218850317330181358213958589100750790198725903186673899737737620595741497562662883631647875764629650841986917889001328135810258304603401031627867085970925746203926660657704193319916267338233303702691970394816491986315110391412229151283515232748453696278409130881507191033275535903438351920051549121964638473571492854206687712232688309359817454306342607934850799720405663741,null,null
502249939076847322365274485644390274965477576986132635206557204372205651804903069217230204035730844539370153825145855592647526445664371066049888387533041668119656343227704774470967024542131029856745499906400469981833031508509683900532790390922679413487927341684120465689734817675722361872977261552547810365420452690788088029652168218850317330181358213958589100750790198725903186673899737737620595741497562662883631647875764629650841986917889001328135810258304603401031627867085970925746203926660657704193319916267338233303702691970394816491986315110391412229151283515232748453696278409130881507191033275535903438351920051549121964638473571492854206687712232688309359817454306342607934850799720405663742,PERIG ,null
1004499878153694644730548971288780549930955153972265270413114408744411303609806138434460408071461689078740307650291711185295052891328742132099776775066083336239312686455409548941934049084262059713490999812800939963666063017019367801065580781845358826975854683368240931379469635351444723745954523105095620730840905381576176059304336437700634660362716427917178201501580397451806373347799475475241191482995125325767263295751529259301683973835778002656271620516609206802063255734171941851492407853321315408386639832534676466607405383940789632983972630220782824458302567030465496907392556818261763014382066551071806876703840103098243929276947142985708413375424465376618719634908612685215869701599440811327485,null,null
1004499878153694644730548971288780549930955153972265270413114408744411303609806138434460408071461689078740307650291711185295052891328742132099776775066083336239312686455409548941934049084262059713490999812800939963666063017019367801065580781845358826975854683368240931379469635351444723745954523105095620730840905381576176059304336437700634660362716427917178201501580397451806373347799475475241191482995125325767263295751529259301683973835778002656271620516609206802063255734171941851492407853321315408386639832534676466607405383940789632983972630220782824458302567030465496907392556818261763014382066551071806876703840103098243929276947142985708413375424465376618719634908612685215869701599440811327486,VTRVCEDEVERDADE ,null
2008999756307389289461097942577561099861910307944530540826228817488822607219612276868920816142923378157480615300583422370590105782657484264199553550132166672478625372910819097883868098168524119426981999625601879927332126034038735602131161563690717653951709366736481862758939270702889447491909046210191241461681810763152352118608672875401269320725432855834356403003160794903612746695598950950482382965990250651534526591503058518603367947671556005312543241033218413604126511468343883702984815706642630816773279665069352933214810767881579265967945260441565648916605134060930993814785113636523526028764133102143613753407680206196487858553894285971416826750848930753237439269817225370431739403198881622654973,null,null
2008999756307389289461097942577561099861910307944530540826228817488822607219612276868920816142923378157480615300583422370590105782657484264199553550132166672478625372910819097883868098168524119426981999625601879927332126034038735602131161563690717653951709366736481862758939270702889447491909046210191241461681810763152352118608672875401269320725432855834356403003160794903612746695598950950482382965990250651534526591503058518603367947671556005312543241033218413604126511468343883702984815706642630816773279665069352933214810767881579265967945260441565648916605134060930993814785113636523526028764133102143613753407680206196487858553894285971416826750848930753237439269817225370431739403198881622654974,PERIF ,null
4017999512614778578922195885155122199723820615889061081652457634977645214439224553737841632285846756314961230601166844741180211565314968528399107100264333344957250745821638195767736196337048238853963999251203759854664252068077471204262323127381435307903418733472963725517878541405778894983818092420382482923363621526304704237217345750802538641450865711668712806006321589807225493391197901900964765931980501303069053183006117037206735895343112010625086482066436827208253022936687767405969631413285261633546559330138705866429621535763158531935890520883131297833210268121861987629570227273047052057528266204287227506815360412392975717107788571942833653501697861506474878539634450740863478806397763245309949,null,null
4017999512614778578922195885155122199723820615889061081652457634977645214439224553737841632285846756314961230601166844741180211565314968528399107100264333344957250745821638195767736196337048238853963999251203759854664252068077471204262323127381435307903418733472963725517878541405778894983818092420382482923363621526304704237217345750802538641450865711668712806006321589807225493391197901900964765931980501303069053183006117037206735895343112010625086482066436827208253022936687767405969631413285261633546559330138705866429621535763158531935890520883131297833210268121861987629570227273047052057528266204287227506815360412392975717107788571942833653501697861506474878539634450740863478806397763245309950,EXTRAVI ,null
